ID,Usuario,Texto,Seguidores,Siguiendo,Favoritos Cuenta,RTs,Favoritos Tweet,Fecha,Localizacion
ID,Usuario,Texto,Seguidores,Siguiendo,Favoritos Cuenta,RTs,Favoritos Tweet,Fecha,Localizacion
786853041089675264,jamonarea,"Guijuelo es un ecosistema ideal para la cría del #cerdo ibérico. 
Es la cuna del #jamón ibérico y uno de los princi… https://t.co/8HHPZWFRiZ",43,62,589,0,1,2018-04-30 13:24:23,"Salamanca. Guijuelo, España"
770239086573617152,Jamon_EveryBody,En #JamonEveryBody cerramos hasta el viernes día 4 de mayo. Mientras tanto estaremos trabajando en algo muy interes… https://t.co/vP4ItFbS3a,374,1718,215,0,2,2018-04-30 13:24:14,"Santa Cruz de Tenerife, España"
551284787,isaresina,"RT @Santa_Teresa: ¡Menuda presentación! ¿Quién se puede resistir a este #Salmorejo con #Quinoa #singluten? Y además, si está acompañado de…",1016,454,13308,2,0,2018-04-30 12:55:36,Avila y Las Rozas ( Madrid )
2817285630,mokologue,"RT @COCINERAYMADRE: delicioso plato de verduras; ALCACHOFAS RELLENAS CON JAMÓN, fáciles, caseras y muy sabrosas.
Anímate a preparar este pl…",13803,14877,45582,9,0,2018-04-30 12:46:52,"Tokyo,Japan "
3292883009,vinagreando,"#Gazpacho de #piquillos con #jamón, ¿de verdad no se os hace la boca agua? 😋 https://t.co/DjaB4sN3rj",3674,3831,11299,0,0,2018-04-30 12:40:04,"Logroño, La Rioja"
703894238111657984,MJtopsecret,"RT @elpozobienstar: ¿Alguna vez has probado a preparar un #sándwich de #ensalada? Pues, con un pan tierno tipo Viena, ¡queda alucinante! Pr…",49,661,2592,4,0,2018-04-30 12:40:01,
743402942653411328,Sheila98421993,"RT @moniberic: Buenos días! #Felizlunes acércate a nuestras tiendas, disfruta mañana de un buen #jamon. #felizdíadeltrabajador https://t.co…",30,247,3376,1,0,2018-04-30 12:26:08,"Barcelona, España"
3926290660,juanant1972diy,"RT @COCINERAYMADRE: delicioso plato de verduras; ALCACHOFAS RELLENAS CON JAMÓN, fáciles, caseras y muy sabrosas.
Anímate a preparar este pl…",1697,2780,69048,9,0,2018-04-30 12:22:33,
350920048,LaEncarnacionAR,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,856,752,6555,30,0,2018-04-30 12:21:14,Cáceres España
937766023,GoizaldeGomez,"RT @joselitos_: Sol, @JamonJoselito y buena compañía. ¿Se os ocurre un plan mejor? Aunque a falta de #sol, siempre quedan los buenos amigos…",56,283,37876,2,0,2018-04-30 12:20:16,
199234523,dastatu,"Guisantes de lágrima con carpaccio de jamón, huevo y flores comestibles. Manjar para sibaritas 🔝🔝🔝 ¿Te gustaría con… https://t.co/xybcAWz6u6",2209,1623,144,0,0,2018-04-30 12:20:07,Euskal Herria - Basque Country
2446096189,BiologuieLehrer,RT @Alimen_21: El Consorcio del Jamón Serrano Español sella 732.944 piezas de su contramarca https://t.co/oXBstjPFiI #industria #carnica #j…,261,596,3398,1,0,2018-04-30 12:15:23,
1311624968,bellasartes7,"#buendia 
#medialunas
#desayunos
#jamon 
#queso
Charcas 4118 en Bellas Artes Panaderia Artesanal… https://t.co/xKWH3tWSoB",221,468,1121,0,0,2018-04-30 12:03:04,Charcas 4118 C.A.B.A.
248203819,AbrahamSanchezS,"Quiché de puerro y jamón 

#quiche #tartasalada #puerros #jamon en Salamanca, Spain https://t.co/0Z5G6K2o29",273,516,265,0,1,2018-04-30 12:01:12,Salamanca
50294309,Santa_Teresa,"¡Menuda presentación! ¿Quién se puede resistir a este #Salmorejo con #Quinoa #singluten? Y además, si está acompaña… https://t.co/J5HWAiXbBe",5341,1425,10891,2,14,2018-04-30 11:43:59,Ávila
3134412639,mjmr2014,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,151,326,2634,30,0,2018-04-30 11:41:02,
2858709101,CerdohIbericos,"¿Quieres lucirte en la cocina? 🍴

Tenemos la receta ideal para que tus invitados griten al unísono un ¡Oh! gigante:… https://t.co/zask8zWbwN",530,1032,868,0,1,2018-04-30 11:30:30,Salamanca
193329443,JoseMaAngulo,"RT @elblogdeceleste: Algunas empresas ""aprovechan"" la palabra Ibérico en sus envases y nos confunden con el #JamónIbérico que compramos, pu…",214,247,352,4,0,2018-04-30 11:29:39,Logroño 
711089773,PrvdentivsJamon,"RT @elblogdeceleste: Algunas empresas ""aprovechan"" la palabra Ibérico en sus envases y nos confunden con el #JamónIbérico que compramos, pu…",188,238,203,4,0,2018-04-30 11:29:36,Logroño
969957287841488896,anidelboleto61,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,3,107,17,30,0,2018-04-30 11:21:43,
520309495,mundoiberico,"RT @mundoiberico: Melón con jamón en dos texturas.👌 Te esperamos en #Mundoibérico:
📌 https://t.co/3MPl9wGSwr

🐽 #LasPalmas #GranCanaria #Ib…",155,77,52,1,0,2018-04-30 11:17:54,Las Palmas de Gran Canaria
520309495,mundoiberico,Hace días realizamos una encuesta en Facebook para que pudieseis elegir qué os gusta más el salchichón o el lomo. Y… https://t.co/r9e6F5I8Rs,155,77,52,0,3,2018-04-30 11:15:48,Las Palmas de Gran Canaria
770278764995612672,joselitos_,"Sol, @JamonJoselito y buena compañía. ¿Se os ocurre un plan mejor? Aunque a falta de #sol, siempre quedan los bueno… https://t.co/QVZqgZJ1Sy",351,291,1115,2,13,2018-04-30 11:11:02,"Calle Velázquez, 30. Madrid."
1482805806,TuJamonDirecto,RT @Delicatessenred: ¿Tienes invitados este #PuentedeMayo? Te ayudamos a elaborar estas sencillas milhojas crujientes de lomo y #JamónIbéri…,1610,893,399,2,0,2018-04-30 11:09:10,Guijuelo
2420624924,corte_acuchillo,RT @Jamon_Lovers: Os dejamos un vídeo con un pequeño resumen sobre la identificación de los jamones ibéricos. Gracias @elblogdeceleste por…,982,436,8435,4,0,2018-04-30 11:08:33,Madrid
2420624924,corte_acuchillo,"RT @elblogdeceleste: Existen dos maneras de clasificar al #Jamón #Ibérico: las #etiquetas y los #precintos.
¿Sabrías decir qué significan?…",982,436,8435,3,0,2018-04-30 11:07:49,Madrid
2420624924,corte_acuchillo,"RT @elblogdeceleste: Algunas empresas ""aprovechan"" la palabra Ibérico en sus envases y nos confunden con el #JamónIbérico que compramos, pu…",982,436,8435,4,0,2018-04-30 11:07:37,Madrid
274652228,Jamon_Lovers,II Concurso Nacional de Cortadores de Jamón Los Palacios y Villafranca (Sevilla). Cuenta con Modalidad Amateur y Mo… https://t.co/XRHACsciV6,1975,624,6045,1,1,2018-04-30 11:05:36,Madrid
855379210818420736,Alimen_21,El Consorcio del Jamón Serrano Español sella 732.944 piezas de su contramarca https://t.co/oXBstjPFiI #industria… https://t.co/uI5aYoKxdq,126,273,63,1,0,2018-04-30 10:53:19,"Madrid, Comunidad de Madrid"
809076196361338880,tiendaalpujarra,"El jamón como está más bueno es recién cortado... 😋
Disfruta cuando quieras del rico #jamón de la #Alpujarra recién… https://t.co/A9VzRsDuP6",72,84,32,2,3,2018-04-30 10:35:56,
1967539800,Elsuquet,"Dicen que el tiempo lo cura todo, pero lo que más nos gusta es…
¡Que cura el jamón! 😋😂

#jamon #españa #alicante… https://t.co/1s9NMN8kaN",247,565,40,0,0,2018-04-30 10:30:16,Castaños 16 de Alicante
4128866002,ycortojamon,"@gofudeat y @EspacioMontesa, se nota cuando las cosas se hacen bien.
Cortando en un networking muy muy interesante… https://t.co/SNpwk9B5m7",360,648,1124,0,0,2018-04-30 10:07:07,"Madrid, Comunidad de Madrid"
1967539800,Elsuquet,"Dicen que el tiempo lo cura todo, pero lo que más nos gusta es…
¡Que cura el jamón! 😋😂

#jamon #españa #alicante… https://t.co/EAGrbMCstC",247,565,40,0,1,2018-04-30 10:06:21,Castaños 16 de Alicante
1967539800,Elsuquet,"Dicen que el tiempo lo cura todo, pero lo que más nos gusta es…
¡Que cura el jamón! 😋😂

#jamon #españa #alicante… https://t.co/pOH5ETQxE7",247,565,40,0,1,2018-04-30 10:05:36,Castaños 16 de Alicante
1967539800,Elsuquet,"Dicen que el tiempo lo cura todo, pero lo que más nos gusta es…
¡Que cura el jamón! 😋😂

#jamon #españa #alicante… https://t.co/O40IATBHD1",247,565,40,0,1,2018-04-30 10:04:56,Castaños 16 de Alicante
937766023,GoizaldeGomez,"RT @JamonJoselito: El #Jamón Joselito se come con la mano, se disfruta con los ojos cerrados y se recuerda con el corazón https://t.co/VzWM…",56,283,37876,1,0,2018-04-30 09:59:51,
1921354334,Grup_Olive,Siempre luce y nunca desmerece... cortado a mano de una pieza de calidad suprema... acierta con casi todos por igua… https://t.co/0UT3Hr7bcR,644,629,1392,1,3,2018-04-30 09:58:00,Barcelona
784698972409565184,CCjamondelbueno,RT @Jamon_Lovers: Os dejamos un vídeo con un pequeño resumen sobre la identificación de los jamones ibéricos. Gracias @elblogdeceleste por…,92,195,30,4,0,2018-04-30 09:57:55,
556320663,M_LopezOrtega,RT @Jamon_Lovers: Os dejamos un vídeo con un pequeño resumen sobre la identificación de los jamones ibéricos. Gracias @elblogdeceleste por…,1053,486,2482,4,0,2018-04-30 09:36:45,
274652228,Jamon_Lovers,Os dejamos un vídeo con un pequeño resumen sobre la identificación de los jamones ibéricos. Gracias… https://t.co/L5AtPgbBnU,1975,624,6045,4,9,2018-04-30 09:35:14,Madrid
3856413808,cortadoradjamon,Muchísimas gracias a la familia Sahagún por haber confiado en mi para la inauguración de su fantástica carnicería.… https://t.co/4zSkbqX7HS,1501,3252,6992,0,2,2018-04-30 09:28:55,"Valladolid, Castilla y León"
778835135563268096,FonsidelasHeras,"RT @vinagreando: RT @ELeclerc_Esp: ¿Cómo cortar el #jamón en casa fácilmente?

Las claves, aquí ➤ https://t.co/AkbY7Wzw9p

#Alimentación #C…",65,81,8033,1,0,2018-04-30 09:24:57,
1277690228,remaloan,RT @Carnicasmulas: Sólo hay algo más delicioso que un buen #JamónIbérico: la primavera y sus flores🌺 https://t.co/qMmfAqG5bO #FelizLunes ht…,2670,1463,49842,2,0,2018-04-30 09:24:16,Puerto Santa María - Sevilla
1176988068,AO_CORTADOR,"Por momentos parece que el invierno no quiere marcharse...
.
.
#AlfredoOrtega #jamón… https://t.co/0RhrkZ97sM",576,561,128,0,0,2018-04-30 09:07:03,Spain Huesca Madrid Valladolid
153476504,JamonJoselito,"El #Jamón Joselito se come con la mano, se disfruta con los ojos cerrados y se recuerda con el corazón https://t.co/VzWM8X3eX6",29761,1337,6529,1,21,2018-04-30 09:06:03,
970759050831986689,joellblaughton1,"RT @COCINERAYMADRE: delicioso plato de verduras; ALCACHOFAS RELLENAS CON JAMÓN, fáciles, caseras y muy sabrosas.
Anímate a preparar este pl…",342,590,1008,9,0,2018-04-30 09:05:05,"Florida, USA"
2791030107,yendoporlavida,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,1322,1007,9772,30,0,2018-04-30 09:03:26,"Bizkaia, Euskadi 👇"
79248589,AlimentariaBCN,"RT @alcytamad: #Huevo hidrolizado, #snacks de #almendra, confeti de #jamón y #chorizo, #aceitunas esferificadas, #yogur cremoso ... algunos…",36934,977,8903,2,0,2018-04-30 08:56:27,"Barcelona, Spain"
143738225,Institutdelcava,"RT @DO_Cava: Cava y jamón, ¿alguien da más para disfrutar del fin de semana? #aperitivo #felizfinde #cavalovers #cava #jamón https://t.co/s…",6126,863,6536,1,0,2018-04-30 08:54:46,"Sant Sadurní d'Anoia, Cataluña"
1456256396,jorge0viedo,RT @Carnicasmulas: Sólo hay algo más delicioso que un buen #JamónIbérico: la primavera y sus flores🌺 https://t.co/qMmfAqG5bO #FelizLunes ht…,6749,6260,64608,2,0,2018-04-30 08:28:31,Oviedo
4805625389,alcytamad,"#Huevo hidrolizado, #snacks de #almendra, confeti de #jamón y #chorizo, #aceitunas esferificadas, #yogur cremoso ..… https://t.co/h3CpZGAF3W",455,65,3,2,4,2018-04-30 08:26:08,"Madrid, Comunidad de Madrid"
344612671,Carnicasmulas,Sólo hay algo más delicioso que un buen #JamónIbérico: la primavera y sus flores🌺 https://t.co/qMmfAqG5bO… https://t.co/Gi0FsjRvJU,7897,2689,1620,2,10,2018-04-30 08:22:42,Salamanca
808959990719545344,Hemosa_esp,"🤔🤔¿Sabes qué es la cala?💡💡

La #Cala, es una herramienta que se emplea para detectar a través del olfato, posibles… https://t.co/WeHdQtDFp5",2340,1933,141,0,1,2018-04-30 08:07:02,"Pinto, España"
1107577033,Leona70549466,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,133,294,606,30,0,2018-04-30 08:04:08,
1452328340,moniberic,"Buenos días! #Felizlunes acércate a nuestras tiendas, disfruta mañana de un buen #jamon. #felizdíadeltrabajador https://t.co/6j6S8hpFJ0",1147,1522,985,1,5,2018-04-30 07:59:48,Barcelona / Madrid / IBaleares
228694840,agrnegocios,ECONOMÍA | El Consorcio del Jamón Serrano Español sella 732.944 piezas de su contramarca👉 https://t.co/n1Raqkss0z… https://t.co/F2kkYDtBhW,17122,2950,12627,0,1,2018-04-30 07:36:00,"Madrid, España"
161761753,Cacelome,RT @latavina: Para acabar un #finde redondo lo mejor esta ración de croquetas de #jamón. 😋 #callelaurel https://t.co/9AACqI2vWQ,646,1121,4069,1,0,2018-04-30 07:22:28,Logroño - La Rioja - España
570648207,DianaGtzl,"Hoy en el baño de #PataNegra una niña le decia a otra ""Olvídate hoy de que tienes novio, ya mañana Dios dirá"" jajajaja",83,56,963,0,1,2018-04-30 06:56:07,
901439552203763712,lamaletademaggi,"RT @COCINERAYMADRE: delicioso plato de verduras; ALCACHOFAS RELLENAS CON JAMÓN, fáciles, caseras y muy sabrosas.
Anímate a preparar este pl…",1206,1095,56941,9,0,2018-04-30 06:45:34,España
2338372333,Trucosdhogar,"RT @COCINERAYMADRE: delicioso plato de verduras; ALCACHOFAS RELLENAS CON JAMÓN, fáciles, caseras y muy sabrosas.
Anímate a preparar este pl…",2092,1331,7447,9,0,2018-04-30 06:42:56,
3796524797,pmdpmd2,"RT @NoblezaCharra: El cortador de jamón es pasión, cultura, tradición, técnica, paciencia, tiempo, orden, disciplina, respeto. ¿Y vosotros…",10,104,29,2,0,2018-04-30 05:50:26,
233690975,revistafeel,"No se sabe con certeza el origen del nombre, pero la idea más popular es que significa Spiced Ham; o Shoulders, Por… https://t.co/PDi8Kf1Q75",22745,199,452,0,0,2018-04-30 05:00:10,México
830480342251405312,RecetasExpress_,Judías verdes con jamón A MI MANERA https://t.co/sTjvBDdfV5 #jamon 😋,2874,1999,758,0,1,2018-04-30 04:41:21,España
974727671820234753,adribrennus,"RT @EX_BACCHUS: @Winery_On @EX_BACCHUS que mejor q disfrutar con un buen monastrell #demuerte , grandes vinos, grandes alimentos #jamón #pa…",401,4382,2461,2,0,2018-04-29 23:52:31,"Providencia, Chile"
595955251,evamariacano,"RT @COCINERAYMADRE: delicioso plato de verduras; ALCACHOFAS RELLENAS CON JAMÓN, fáciles, caseras y muy sabrosas.
Anímate a preparar este pl…",1559,2187,76804,9,0,2018-04-29 23:14:56,"Comunidad Valenciana, España"
2492099147,IsabelGamezcar,@IsabelGamezcar #alimentatussentidos #jamón #corteacuchillo #coin #coincentro  conocer es… https://t.co/cGbOskI5KA,135,188,136,0,0,2018-04-29 22:44:16,"952450870 ,Coín  (Málaga)"
908446165972156416,romygamy2,"RT @COCINERAYMADRE: delicioso plato de verduras; ALCACHOFAS RELLENAS CON JAMÓN, fáciles, caseras y muy sabrosas.
Anímate a preparar este pl…",818,4472,19127,9,0,2018-04-29 22:42:25,Venezuela
837615494819635201,mujerdehoy_Vir,"RT @COCINERAYMADRE: delicioso plato de verduras; ALCACHOFAS RELLENAS CON JAMÓN, fáciles, caseras y muy sabrosas.
Anímate a preparar este pl…",874,327,7980,9,0,2018-04-29 22:31:48,Sevilla españa
27330901,LaPatrii,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,1615,1601,7968,30,0,2018-04-29 22:28:19,"Chicago, IL"
487421012,TozappingPortal,RT @wwwtozapping: Flauta Salada Con #Jamón Y #Queso:►https://t.co/MIqZKgzwei https://t.co/DvxMDMsaSY,101,3,3395,1,0,2018-04-29 22:19:57,Internet 
175756905,wwwtozapping,Flauta Salada Con #Jamón Y #Queso:►https://t.co/MIqZKgzwei https://t.co/DvxMDMsaSY,421,3,3474,1,3,2018-04-29 22:08:34,Internet 
723209512207978496,recetix,"RT @COCINERAYMADRE: delicioso plato de verduras; ALCACHOFAS RELLENAS CON JAMÓN, fáciles, caseras y muy sabrosas.
Anímate a preparar este pl…",600,743,850,9,0,2018-04-29 22:06:19,España
415018190,perrunillastree,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,323,1999,1136,30,0,2018-04-29 21:24:42,Campillo de Llerena
401356993,soniajuradops,"RT @QueridasFashion: Último fin de semana de #abril para vivir @GastroPatios 👏🌹 #Gastropatios2018 
Son 5 #patios y 5 Productos #gastro en #…",2358,1054,36440,45,0,2018-04-29 21:18:53,Marbella
2348984502,COCINERAYMADRE,"delicioso plato de verduras; ALCACHOFAS RELLENAS CON JAMÓN, fáciles, caseras y muy sabrosas.
Anímate a preparar est… https://t.co/n9eKhyWmMS",2254,706,2640,9,17,2018-04-29 21:13:36,"Alicante, España"
799283940179800064,taberna_obispo,¡Cortar jamón es todo un arte!   🔪👌 y eso lo tenemos muy claro en nuestra taberna....#jamónazuagaCastillo… https://t.co/zjbukECNxv,2317,64,2585,0,5,2018-04-29 20:04:07,"Málaga, España"
3244169080,RubenFincaGaGo,"RT @NoblezaCharra: El cortador de jamón es pasión, cultura, tradición, técnica, paciencia, tiempo, orden, disciplina, respeto. ¿Y vosotros…",15,67,377,2,0,2018-04-29 19:53:31,
214410525,NoblezaCharra,"El cortador de jamón es pasión, cultura, tradición, técnica, paciencia, tiempo, orden, disciplina, respeto. ¿Y voso… https://t.co/XaZq9PgWnd",943,111,213,2,0,2018-04-29 19:51:36,"C/Compañía,20.Salamanca.España"
506481239,macuvillar,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,74,112,1105,30,0,2018-04-29 19:22:54,"Baleares, Islas Baleares"
2616977882,Culipitri,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,893,718,8434,30,0,2018-04-29 19:14:32,EXTREMADURA
3662579477,Antoniopatanegr,"¿Cansado de cortar jamón? pues te lo damos cortado :) https://t.co/oZFrplHThQ
#jamón #ham #prosciutto",594,1249,636,0,1,2018-04-29 18:23:44,Spain 
82672702,MAIKIKI_ROTORES,Alguito relax.... palitos de jamón con salsa Alfredo.. 💪💪💪#pizza #pizzeria #palitos #jamon… https://t.co/b4h0qPfffG,352,106,5,0,0,2018-04-29 18:16:40,"Comerío, PR"
145775966,Paco_jo,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,224,49,98,30,0,2018-04-29 18:05:52,España
2207919115,Gille_RM,Sandwich de huevo ajamonado #Euskalherria #Basquecountry #Janaria  #Pintxopote #poteo #Sandwich #Basquefood… https://t.co/plHwFBqPOq,948,1532,28696,0,3,2018-04-29 17:30:32,"Bilbo, Euskalherria"
914598347805270018,Gemamdzf,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,131,536,407,30,0,2018-04-29 17:17:48,"Cáceres, España"
910945622378844160,STEMcooking,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,33,261,331,30,0,2018-04-29 17:04:32,
579976260,pinovillar,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,778,701,581,30,0,2018-04-29 17:02:40,
455132859,jpijuann,"RT @elblogdeceleste: Existen dos maneras de clasificar al #Jamón #Ibérico: las #etiquetas y los #precintos.
¿Sabrías decir qué significan?…",1581,2154,5520,3,0,2018-04-29 16:24:09,Córdoba y Madrid
826555331975196673,jamonadvisor,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,2,0,32,30,0,2018-04-29 16:08:11,Jamón World
712814773,latavina,Para acabar un #finde redondo lo mejor esta ración de croquetas de #jamón. 😋 #callelaurel https://t.co/9AACqI2vWQ,3560,2309,4839,1,1,2018-04-29 15:55:06,Logroño-La Rioja-España
845262917377372163,SanditEmbutidos,"Hoy huele a: familia, sol, arena y mar.

#FelizDomingo

#SanditEmbutidos #Jamon #FinDeSemana #Domingo #Descanso… https://t.co/TJSNIywFJp",42,56,63,0,0,2018-04-29 15:30:35,
3304033907,EncantosCR,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,100,197,1,30,0,2018-04-29 15:24:48,"Malpartida de Plasencia, Extremadura"
949830986,SemergenEx,"Retweeted Extremadura Turismo (@Extremadura_tur):

Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibé… https://t.co/x7CK9fg109",760,662,1666,0,0,2018-04-29 14:48:03,Extremadura
949830986,SemergenEx,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,760,662,1666,30,0,2018-04-29 14:47:58,Extremadura
4256906777,norbamedia,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,1241,1430,4101,30,0,2018-04-29 14:29:02,"Extremadura, España"
959898300886540288,emerita2018,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,197,188,6267,30,0,2018-04-29 14:05:45,Aquí y Ahora
706577331880652800,BorralloJavier,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,70,106,4095,30,0,2018-04-29 14:01:57,"Olivenza, España"
2311291247,marco_mseyerm,"@carrusel Menuda carrera, menuda transmisión y diferentes líneas de OPINIÓN @garridocarrusel @JuanOchoaVela… https://t.co/KMOq75nta3",571,1840,17582,0,1,2018-04-29 13:51:15,
1697214577,vitukagg03,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,104,520,10122,30,0,2018-04-29 13:50:53,badajoz
796234670669074432,favlighthouse,RT @LosJamonesLH: Hoy es el estreno de #VengadoresInfinityWar y para un día tan duro los super héroes recargan fuerzas con #LosJamones #ven…,27,158,174,2,0,2018-04-29 13:49:57,
2363378397,AdaugMt,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,533,692,6697,30,0,2018-04-29 13:46:31,
1646130356,alex_tuitt,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,112,385,249,30,0,2018-04-29 13:45:10,
943444988775583744,JuntaEx_Mundo,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,486,385,255,30,0,2018-04-29 13:42:54,"Mérida, España"
920319504692994048,HamBot2,RT @Extremadura_tur: Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo. 😋…,47,1,0,30,0,2018-04-29 13:32:03,
898534737119031300,ParqueArboleda_,RT @DeEnriqueTomas: ¡Lista de #curiosidades! 😮 descubre 7 cosas que seguramente no sabías sobre el #JamónIbérico https://t.co/qmtdJfYtAb ht…,63,45,49,1,0,2018-04-29 13:09:30,San Pedro Garza García
240172648,Extremadura_tur,Saborea el mejor #jamón del mundo en el XXIX Salón del Jamón Ibérico en Jerez de los Caballeros del 3 al 6 de mayo.… https://t.co/SfbNMTKF2v,45419,2796,9400,30,50,2018-04-29 13:00:39,"Mérida, Extremadura, Spain"
121843184,ertt33,Maestro cortador.... Ni puta idea pero me lo paso pipa. #jamon #camping #buenavida en Camping… https://t.co/jn9C7B7BGM,291,231,9610,0,0,2018-04-29 12:58:00,Bilbao
730354199230296064,Mariacosbel,"Fin de semana en #hoteltermesmontbrio 
#lugaresconencanto #hotelesconencanto 
#tarragona #vacaciones #desayuno… https://t.co/eGXCv4IXdS",410,666,5963,0,6,2018-04-29 10:12:26,Spain
404399073,DeEnriqueTomas,¡Lista de #curiosidades! 😮 descubre 7 cosas que seguramente no sabías sobre el #JamónIbérico https://t.co/qmtdJfYtAb https://t.co/DJflAKuSxG,2820,757,1764,1,1,2018-04-29 09:30:07,Nuestro Jamón no tiene límites
2890728436,debocaaccion,"En el barrio la ensaladilla lleva tartar de gambas,anchoa,caviar de @aovedouroliva aceite ahumado @fincalabarca y r… https://t.co/MeTmijsoE7",358,431,2476,0,4,2018-04-29 08:51:15,
2890728436,debocaaccion,"En el barrio la ensaladilla lleva tartar de gambas,anchoa,caviar de @aovedouroliva aceite ahumado @fincalabarca y r… https://t.co/zrettoMH36",358,431,2476,0,2,2018-04-29 08:51:12,
2756030906,jarosagarcia,"RT @ilovealpujarra: Los sabores de la #Alpujarra a un click de tu casa - https://t.co/p7CIgQJxKC 
#productosalpujarreños #jamón #vino #cerv…",280,174,37883,12,0,2018-04-29 07:12:26,"Mallorca, España."
162776453,ArteOliva,RT @amosdecasa: Excelentes opciones gastronómicas del #chef @Mfuentesanz @InterConMadrid productos de temporada y las joyas #gourmet @DOMPA…,2139,2413,2683,2,0,2018-04-29 07:05:01,Cordoba
233690975,revistafeel,ultra-nerds fans de las rutinas cómicas de los setenta https://t.co/OKVIaMQjHN #Jamón #Spam #SpiceHam,22745,199,452,0,0,2018-04-29 07:00:07,México
2373885839,Honorio_Cordoba,RT @amosdecasa: Excelentes opciones gastronómicas del #chef @Mfuentesanz @InterConMadrid productos de temporada y las joyas #gourmet @DOMPA…,3265,4787,9017,2,0,2018-04-29 06:43:32,"Córdoba, España"
967721070,ilovealpujarra,"RT @ilovealpujarra: Los sabores de la #Alpujarra a un click de tu casa - https://t.co/p7CIgQJxKC 
#productosalpujarreños #jamón #vino #cerv…",3468,550,9417,12,0,2018-04-29 06:09:30,I ❤ ALPUJARRA - España
232843660,VanessaSkp,"Y ps nada, mi mejor amigo es lo maximo. #jamon",368,253,1244,0,0,2018-04-29 04:43:42,
